evento,descricao,similar_event,descricao_similar,similarity
GDT 6 - ENEPET 2020,"Que os grupos PET acompanhem o andamento das suas reuniões e atividades, considerando que o contexto pandêmico pode gerar e/ou agravar transtornos psíquicos, a fim de observar se estas estão contribuindo para a sobrecarga mental dos/as petianos/as e pensar em maneiras de aliviar as pressões cotidianas. Isso pode, claro, se estender para além da pandemia, visto que a preocupação com a saúde mental deve ser constante.",GDT 8 - ENAPET 2019,"O grupo Mobiliza PET deve se articular para a construção de uma Nota quanto ao papel da tutoria dentro dos grupos PET em repúdio a ações que ferem o princípio de horizontalidade e prejudicam na saúde mental dos/as discentes, reiterando as orientações do MOB. A produção deve ser publicada nas mídias sociais dos Grupos PET. A data de divulgação deve acontecer em até 2 meses da finalização do XXIV ENAPET",0.12034082922797634
GDT3 - ENAPET 2019,"(Encaminhamento 3.15): Que os grupos PET insiram em suas reuniões ordinárias e/ou outros espaços acadêmicos leituras acerca das comunidades tradicionais, de gênero, representatividade LGBTQIA+ e relações étnico raciais, a fim de proporcionar conhecimento sobre o assunto, no intuito de construir atividades formativas, a partir do planejamento de 2020. (Aprovado por contraste).","GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Que os grupos PET planejem e implantem, a partir de 2021, mais projetos de extensao voltados para comunidades a grupos de genero, LGBTTQIA+, racial-etnico, PCD, indıgena e comunidades tradicionais de acordo com as singularidades de cada curso.

Aprovado integralmente na assembleia assıncrona

(Votos: 296. Manutençao integral: 52%; 2a opçao mais votada — Transformar em sugestao: 33%)",0.11894761392319589
"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Que os grupos PET planejem e implantem, a partir de 2021, mais projetos de extensao voltados para comunidades a grupos de genero, LGBTTQIA+, racial-etnico, PCD, indıgena e comunidades tradicionais de acordo com as singularidades de cada curso.

Aprovado integralmente na assembleia assıncrona

(Votos: 296. Manutençao integral: 52%; 2a opçao mais votada — Transformar em sugestao: 33%)",GDT3 - ENAPET 2019,"(Encaminhamento 3.15): Que os grupos PET insiram em suas reuniões ordinárias e/ou outros espaços acadêmicos leituras acerca das comunidades tradicionais, de gênero, representatividade LGBTQIA+ e relações étnico raciais, a fim de proporcionar conhecimento sobre o assunto, no intuito de construir atividades formativas, a partir do planejamento de 2020. (Aprovado por contraste).",0.11894761392319589
GDT 1 - ENAPET 2018,Que a Diretoria da CENAPET pressione o MEC no sentido de que sejam pagas as duas parcelas do custeio e que a primeira parcela seja paga no início do ano.,GDT 1 - Construção de Eventos PET - ENAPET 2020,"Que a diretoria do CENAPET reforce por via documental junto ao MEC o respeito aos prazos de liberação do custeio que já constam por lei, com justificativa de que os membros se reuniram de parte desse custeio para viabilizar a participação dos eventos, seja a nível estadual, regional ou nacional. Aprovado integralmente na assembleia assíncrona",0.11822431543287047
GDT 20: Atuação do PET na diminuição da retenção e - ENAPET 2022,"Encaminhamento 3: Que os grupos PET, após o XXVII ENAPET, criem estratégias
ou projetos a fim de receber e auxiliar alunos ingressantes, visando reforçar vínculos
entre os discentes, aprimorar o senso de coletividade e diminuir os índices de
evasão.
91 pessoas presentes - Suprimido 63%",GDT 4 - ENEPET 2020,"Sugerem-se que os petianos discentes, juntamente com os seus tutores, criem metodologias/programas de acompanhamento permanente das pessoas petianas egressas e desenvolvam estratégias para avaliar o impacto do PET na vida delas, de forma qualitativa e/ou quantitativa (seja por meio de desenvolvimento de trabalho de conclusão de curso - TCC ou em pesquisas internas dos grupos) visando a produção de trabalhos científicos a serem publicados. Tudo isso a fim de fortalecer o programa e demonstrar para a sociedade os resultados positivos que ele gera na vida profissional das pessoas petianas egressas.",0.11684935906419353
Encontro de Discentes - ENEPET 2020,"Todos os grupos PET, no momento de pandemia, podem dividir as vagas que seu grupo possui. Realizando a seleção no momento de pandemia e no de pós pandemia, dividindo de acordo com a demanda do grupo, dessa forma não excluímos possíveis participantes que não tiveram acesso a divulgação no momento de pandemia, dentro dos grupos PET que estiveram realizando processo seletivo.",GT 4 - ENAPET 2018,"Que a Comissão Nacional do Mobiliza PET construa um documento a fim de orientar os grupos PET sobre o resgate histórico das mobilizações, até o presente momento e com atualizações anuais, devendo ser concluído até o XXIV ENAPET (2019). A partir da escrita desse documento, fica instituído que esse histórico seja discutido com os/as novos/as integrantes dentro de cada grupo PET.",0.11619956794966285
Encontro de discentes - ENAPET 2022,"Encaminhamento 2: Considerando os impactos da pandemia que acentuou as atividades remotas, propomos que após do XXVII ENAPET, os grupos PETs, que ainda não o fazem, possam passar a contabilizar as horas das atividades individuais e coletivas feitas no formato remoto, inclusive as trocas que acontecem pelas distintas redes sociais, visto que essas trocas também são

mobilizações para a construção das ações. 150 pessoas presentes - Aprovado com 81% (66 votos), 11% de abstenção (9 votos) e suspensão de 7% (6 votos)",GDT 4 - Adaptação e Inclusão Social - ENAPET 2020,"Que o CENAPET, após aprovação na Assembleia Geral no XXV ENAPET, possa propor um documento informativo com sugestões e recomendações de como organizar atividades remotas, para que os grupos PET possam continuar com suas atividades em futuras situações de crise em que não há a possibilidade de realizar atividades presenciais. O documento pode ser divulgado e discutido em reuniões do InterPET e do CLAA, bem como divulgado em redes sociais e listas de e-mails dos Petianos da IES.",0.11586165443938873
GDT 20: Atuação do PET na diminuição da retenção e - ENAPET 2022,"Encaminhamento 2: Que os grupos PET, a partir da Assembleia Geral do XXVII
ENAPET, ofertem cursos/aulas de monitoria durante o período letivo utilizando a
própria estrutura da faculdade, visando apresentar ferramentas para a graduação,
como softwares e aquisição de dados, tais ferramentas, normalmente, não estão
presentes na grade curricular, porém são essenciais para a graduação. Dessa
forma, auxiliando o desenvolvimento acadêmico dos estudantes.
90 pessoas presentes - Suprimido 79%",GDT 4 - Adaptação e Inclusão Social - ENAPET 2020,Que os grupos PET realizem atividades de integração entre os membros de forma virtual durante o período de realização das atividades de forma remota.,0.11395178240455013
GDT 14: Seleção e desligamento no Programa - ENAPET 2020,"Que as comissões de diversidade PET, regionais e nacional, façam um levantamento no ano de 2021, a respeito dos grupos PET que conseguiram implantar em seus processos seletivos as reservas de vagas aprovadas nos ENAPET de 2018 e 2019. Nesse levantamento, deve constar em relatório final das atividades desenvolvidas pelas referidas comissões. Deve-se inclusive, destacar no referido documento as dificuldades e facilidades apontadas pelos grupos entrevistados em tal levantamento. O relatório final deste levantamento devera tambem ser encaminhado aos grupos PETs via e-mail.",GDT 7 - ENAPET 2019,"Que, após a Assembleia Geral do XXIV ENAPET, o CLAA garanta a participação discente nos processos seletivos para discentes e tutores dos grupos PET, garantindo a horizontalidade dos processos seletivos. (Aprovado como sugestão por contraste);",0.11357230229137774
GDT 4 - Adaptação e Inclusão Social - ENAPET 2020,"Devemos incentivar a busca de capacitações internas para o uso de ferramentas como edição de áudio, vídeo, imagens e design gráfico para o desenvolvimento das atividades remotas de cada grupo. Além disso, o aprendizado na utilização de contas comerciais das plataformas digitais como redes sociais - Facebook e Instagram - em que se pode ter uma avaliação e um direcionamento do público que você está alcançando ou pretende alcançar e difundir os seus conteúdos também é importante.",GDT 15: Divulgação das atividades do PET 16 - ENAPET 2022,"Encaminhamento 1: Que o Mobiliza PET, após a Assembleia do ENAPET 2022, crie grupos em redes sociais com grupos PET do mesmo curso ou afins, para que possa ter uma divulgação mais ampla das atividades, principalmente as remotas, para que discentes do Brasil possam participar. 100 pessoas presentes - Aprovado como sugestão 49%",0.1125727187029545
"GDT 19: Atuação dos grupos do PET no Ensino, Pesqu - ENAPET 2022","Encaminhamento 1: Que a partir de 2023, os grupos PET desenvolvam projetos de extensão que sejam abertos a outros estudantes de graduação, favorecendo os petianos no cumprimento da sua carga horária e os graduandos no cumprimento das horas formativas complementares. 63 pessoas presentes - Aprovado 56%",GDT3 - ENAPET 2019,"(Encaminhamento 3.15): Que os grupos PET insiram em suas reuniões ordinárias e/ou outros espaços acadêmicos leituras acerca das comunidades tradicionais, de gênero, representatividade LGBTQIA+ e relações étnico raciais, a fim de proporcionar conhecimento sobre o assunto, no intuito de construir atividades formativas, a partir do planejamento de 2020. (Aprovado por contraste).",0.11101031067337153
"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Sugere-se que os grupos PET, caso seja possível, pensem na possibilidade de disponibilizar algumas vagas de participação voluntária temporária para pessoas externas (comunidade acadêmica e/ou externa) em um ou mais projetos de Extensão.",GDT 11 - ENAPET 2019,"Que os/as representantes discentes e tutores se articulem com intuito de criar pelo menos
uma ação de extensão anual integrativa entre os Grupos PET da IES na comunidade",0.10894768103300509
GDT 4 - Adaptação e Inclusão Social - ENAPET 2020,"Durante a pandemia, os Grupos PET deverão adaptar, na medida do possível, suas atividades de ensino, pesquisa e extensão à modalidade remota, e as atividades do planejamento 2021 deverão ser ajustáveis tanto a modalidades remotas como presenciais.",GT 8 - ENAPET 2018,"Que a diretoria da CENAPET solicite ao MEC na minuta referente à portaria, que seja inserido nos deveres do CLAA solicitar às IES a hospedagem e, se possível, a criação de sites institucionais para cada grupo PET e certifiquem-se que ele esteja pronto até o XXIV ENAPET. E que cada grupo PET se comprometa a atualizar seu site com o planejamento anual, relatório e atividades desenvolvidas durante o ano.",0.10813504149530256
GDT 2: O PET como uma forma de permanência na Univ - ENAPET 2022,"GDT 2 (Encaminhamento 1): Que a Diretoria da CENAPET, após a assembleia geral do XXVII ENAPET, crie um documento expondo as dificuldades enfrentadas pelos grupos PET devido a defasagem dos valores atuais, reforçando a necessidade do aumento da bolsa para repor a perda inflacionária e apresente ao 11 MEC uma proposta de reajuste, em acordo com a inflação vigente, para o exercício de 2023. 55 pessoas presentes - Aprovado 84%",GDT 17: Transparência de dados do programa - ENAPET 2020,"Que os grupos PET se mobilizem para
que a Diretoria da CENAPET consiga ter uma reuni˜ao com a SESu/MEC
em 2021 com a pauta de regulamenta¸c˜ao do afastamento de integrantes da
comunidade PETiana nos grupos que possu´ırem tratamento excepcional (gravidez – maternidade e paternidade, tratamento m´edico, e outros casos, com
t´ermino de afastamento previsto, atendidos pela legisla¸c˜ao vigente), como
aprovado no ENAPET 2019, e que tenham a garantia dos CLAA e da IES
da manuten¸c˜ao do v´ınculo com o Grupo, auxiliando, se poss´ıvel, nas atividades, sem perda das bolsas, caso as possuam. Ressalta-se a necessidade de
se contemplar todas as identidades de gˆenero e especificidade de corpos.",0.10762058597848781
Carta Aberta GT 8: Estruturação da Comissão - ENAPET 2020,"Prezados membros do programa de educa̧cao tutorial, pé ̧co alguns instantes da atenção vocˆes para a leitura desta carta que tem como objetivo compartilhar minha experiˆencia em relação GDTs de Diversidade passados e a Comissão ̃ao de Diversidade. Me chamo Alvaro, sou ex-petiano do PET  Engenharia Florestal da UNESP Campus Botucatu. Desde o ENAPET de 2017 em Brás ́ılia me envolvi com as pautas referente a diversidade, antes disso nunca dei a real importˆancia ao que elas representam em nosso ˆambito acadˆemico, vida pessoal e vida social, e principalmente do papel fundamental do Programa de Educa ̧c ̃ao Tutorial em permear elas nos espa ̧cos acadˆemicos.
A discussão ̃ao a respeito dos grupos sociais tidos como `a margem da sociedade e suas respectivas pautas: raciais, gˆenero, sexualidade, diversidade  ́etnica, vem se tornando cada vez mais importante e neces ́aria visando uma sóciedade livre, plural e diversa; visto que enfrentamos uma fase no contexto polıtico-social de choque de ideais e de reivindicá ̧c ̃ao de direitos, n ́os petianos e ex-petianos temos como dever assumir nossa responsabilidade e usufruir de nosso espaço ̧co privilegiado como membros do Programa de Educa ̧c ̃ao Tutorial, para perpetuar e fortalecer estas pautas relacionadas às diversidades.
Deste modo, em 2017 surgiu a demanda e foi formada, com muito custo a primeira forma ̧c ̃ao da Comiss ̃ao de Diversidade, que visava basicamente, com representantes de cada estado do pa ́ıs formar uma comissão ̃ao, com membros dos grupos sociais que possuem um host ́orico de repressão ̃ao e luta por igualdade de direitos ao longo da hist ́oria da humanidade: mulheres, negros, LGBTQI+,  ́ ındios e quilombolas. Para que se formasse um espaço ̧co de discuss ̃ao de atividades, levantamento de atividades dos grupos PET pelo Brasil, processos de inclusão ̃ao de cotas, forma ̧c ̃ao de uma ouvidoria, entre outras pau-
tas que foram levantadas ao longo de GDs, reuni ̃oes presenciais e a distˆancia. Alguns fatores inviabilizaram o funcionamento e a organiza ̧c ̃ao da comiss ̃ao, e a ́ı j ́a ficou uma auto aan ́alise de 2 (dois) anos de comiss ̃ao: a distˆancia, adiversidade de rotinas dos membros e certa falta de comprometimento com o trabalho que a comiss ̃ao iria demandar. Pois, de fato lutar pelas causa relacionadas a igualdade de direitos entre grupos sociais distintos  ́e uma pauta delicada e que requer empoderamento, entrega e dedica ̧c ̃ao.
Em 2018, foi feita uma nova forma ̧c ̃ao de comiss ̃ao, na qual apenas alguns membros da forma ̧c ̃ao original, incluindo eu, permaneceram para a continua ̧c ̃ao dos trabalhos. Progredimos em rela ̧c ̃ao a forma ̧c ̃ao do regimento interno da comiss ̃ao, que norteia ́a o funcionamento interno, regulamentando aspectos que dizem respeito aos objetivos, a composi ̧c ̃ao dos membros, as atividades pertinentes, etc. Este encontra-se em anexo a esta carta e deve passar por revisa ̃ao e aprova ̧c ̃ao tanto pelo GD de Diversidade, quanto pela Assembleia Geral. Além ́em disso foi reformulado o nome da Comiss ̃ao, que an-
teriormente era Comiss ̃ao de Diversidade e hoje possui como nome Comiss ̃ao Nacional de Diversidade do Programa de Educa ̧c ̃ao Tutorial - CNDT. Outro dois pontos importantes que destaco: a necessidade de um tutor respons ́avel por acompanhar as atividades pertinentes da Comiss ̃ao para auxiliar no direcionamento e funcionamento das atividades, que tenha afinidade e experiˆencia com as pautas relacionadas aos grupos sociais envolvidos a Di-
versidade; e além ́em disso existe a demanda em aberto da escrita do Estatuto da Comissão ̃ao Nacional de Diversidade do Programa de Educa ̧c ̃ao Tutorial -
CNDPET.
No mais, é ̧co que analisem o Regimento Interno que foi criado, levem em considerar ̧c ̃ao os pontos que foram elencados, principalmente que dizem respeito a representatividade de membros e reformula ̧c ̃ao da quantidade de envolvidos na comiss ̃ao para tornar ela mais dinˆamica e funcional. Espero muito que os trabalhos possam perpetuar e se expandir, n ̃ao s ́o para esfera acadˆemica das IES do pa ́ıs como da nossa sociedade como um
todo, para que esta discuss ̃ao não ̃ao seja restrita apenas aos nossos espa ̧cos
privilegiados de conhecimento. Fico contente de fazer parte dessa pequena trajet ́oria, pois parte do meu empoderamento como pertencente ao movi-
mento LGBTQI+ que possuo veio grande parte a partir dos momentos de

troca que tive participando dos GDTs de Diversidade. Necessitamos de unir
for ̧cas e precisaremos de representantes em todas as regi ̃oes, pois espero que
aquela hist ́oria de “Ningu ́em solta a m ̃ao de ninguém ̃ao seja em v ̃ao. Por
 ́ultimo, pe ̧co desculpas por não ̃ao poder comparecer ao evento pois estou em
rotina de trabalho em ̃ao conseguirei me dedicar às demandas relacionadas
a agenda do Programa de Educa ̧c ̃ao Tutorial, por ́em me coloco a disposi ̧c ̃ao
para aux ́ılio em qualquer demanda que possa surgir da CNDT e desejo
todo sucesso do mundo aos trabalhos que ir ̃ao se prosseguir.
Um abra ̧co enorme, Com carinho Álvaro Antˆonio de Almeida Ferreira  ́
Egresso do Programa de Educação ̧c ̃ao Tutorial - PET Engenharia Florestal/UNESP
Aprovada em bloco
(Votos: 186. Favor ́aveis: 88%; 2a op ̧c ̃ao mais votada - Absten ̧c ̃oes: 7%)",GDT 6 - ENAPET 2019,"(Encaminhamento 6.4): Que a Diretoria da CENAPET modifique o artigo 5° do Modelo de Regimento Interno nas Diretrizes para Organização de Eventos, na sua próxima atualização, excluindo o inciso II deste artigo e adicionando “PETianos/as egressos/as” no inciso I do mesmo artigo, para que estes/as também tenham direito a voto nos eventos PET. 

De: Art. 5º São considerados participantes do Encontro: I - PETianos/as: tutores/as, discentes bolsistas e voluntários/as – vinculados/as ao Programa, membros da Diretoria e Conselho da CENAPET: terão direito à voz e voto; II - Egressos do Programa de Educação Tutorial: terão direito à voz; III - Demais estudantes, professores, interlocutores, membros das instâncias representativas do Programa de Educação Tutorial vinculados à Instituição de Ensino Superior: com direito a ser definido pela Comissão Organizadora do Encontro. 

Para: Art. 5º São considerados participantes do Encontro: I - PETianos/as: tutores/as, discentes bolsistas, voluntários/as e egressos(as) – do Programa, membros da Diretoria e Conselho da CENAPET: terão direito à voz e voto; II - Demais estudantes, professores, interlocutores, membros das instâncias representativas do Programa de Educação Tutorial vinculados à Instituição de Ensino Superior: com direito a ser definido pela Comissão Organizadora do Encontro. 
(Aprovado por contraste);",0.10752403251084344
Carta: Divulga PET - ENAPET 2020,"Para toda a comunidade do PET, sauda ̧c ̃oes petianas!

Nos  ́ultimos meses, houve invas ̃oes nas atividades virtuais de diversos gru-
pos PET, de diversas  ́areas do conhecimento. Tais invas ̃oes aproveitaram de

links p ́ublicos das atividades deixados em redes sociais ou aplicativos de men-
sagens instantˆaneas para atacarem os presentes, inclusive com xingamentos e

a utiliza ̧c ̃ao de m ́ıdia obscena, e alguns gravaram o ato e compartilharam em

plataformas de v ́ıdeos. Solidarizamos com todos os grupos PET que, infe-
lizmente, tiveram este epis ́odio triste e alertamos a toda a comunidade para

que tomem todas as precau ̧c ̃oes necess ́arias, algumas mostradas a seguir, para

impedirem ou reagirem de forma r ́apida `a poss ́ıveis vandalismos. O Divulga-
PET se dispˆos a buscar e disponibilizar v ́ıdeos orientativos e referˆencias para

seguran ̧ca dos grupos em breve no site do CENAPET http://cenapet.org
e nas redes sociais.
• Por qualquer motivo, n ̃ao compartilhe o link da reuni ̃ao diretamente nas
redes sociais ou listas de e-mails da universidade/unidade/faculdade/curso;

• Sempre fa ̧ca uma inscri ̧c ̃ao pr ́evia e envie o link somente para os ins-
critos;

23

• Caso necessite de inscri ̧c ̃oes de  ́ultima hora, n ̃ao compartilhe o link em
grupos de mensagens instantˆaneas que n ̃ao conhe ̧ca a idoneidade de
todos os membros;
• Realizem testes pr ́evios, incluindo a a ̧c ̃ao de remo ̧c ̃ao e/ou retirada
da apresenta ̧c ̃ao de uma pessoa, e indiquem uma pessoa para ser a
moderadora da atividade, a qual  ́e respons ́avel pela cria ̧c ̃ao da sala;
Caso seja poss ́ıvel, fa ̧ca transmiss ̃oes utilizando ferramentas para tal, como

OBS e StreamYard. V ́arios grupos PET j ́a possuem tutoriais para a uti-
liza ̧c ̃ao dessas ferramentas.

Atenciosamente, DivulgaPET Brasil Comiss ̃ao 2019/2020
Aprovada em bloco
(Votos: 186. Favor ́aveis: 88%; 2a op ̧c ̃ao mais votada - Absten ̧c ̃oes:",GDT 15: Divulgação das atividades do PET 16 - ENAPET 2022,"Encaminhamento 1: Que o Mobiliza PET, após a Assembleia do ENAPET 2022, crie grupos em redes sociais com grupos PET do mesmo curso ou afins, para que possa ter uma divulgação mais ampla das atividades, principalmente as remotas, para que discentes do Brasil possam participar. 100 pessoas presentes - Aprovado como sugestão 49%",0.10561083279156727
GDT 4 - Adaptação e Inclusão Social - ENAPET 2020,"Que apos a aprovaçao na assembleia do XXV ENAPET, a CENAPET solicite ao MEC a flexibilizaçao das atividades dos grupos nos seguintes aspectos, enquanto durar o ensino remoto e a pandemia da COVID-19: (i) para aqueles que possuem dificuldade de adaptaçao de suas atividades de extensao, foquem em desenvolver atividades de ensino e pesquisa para suprir a demanda de carga horaria; (ii) quanto ao cumprimento da carga horaria de 20h semanais, contabilizar a presença em reunioes e atividades desenvolvidas de forma empatica e dialogica bem como receber as justificativas de faltas referentes a problemas pessoais das/os petianas/os advindos do contexto pandemico ou ate mesmo questoes relacionadas a conectividade de internet, sob acompanhamento das faltas e analise individual do caso de cada petiana/o; (iii) quanto ao questionario dos tutores para homologaçao de bolsas; (iv) quanto a aplicaçao das regulamentaçoes referentes a exclusao de membras/os dos grupos PET; (v) para aqueles que estao encontrando dificuldades em manter um vınculo com a universidade em perıodo remoto, pela particularidade de cursos que possuem carga horaria pratica, uma vez que estao sendo apenas ofertadas disciplinas teoricas, e estes apenas dependem da realizaçao das disciplinas praticas obrigatorias para dar sequencia ao curso. Vale ressaltar que o vınculo ou nao a IES implica diretamente na permanencia do petiano no programa, alem de que durante o perıodo de pandemia cada IES adotou seguir ou nao com o semestre 2020.1.

Aprovado na assembleia sıncrona
(Votos: 172. Manutençao integral: 62%; 2a opçao mais votada — Abstençoes: 28%)",GDT 7 - ENAPET 2019,"Que a Diretoria da Cenapet após o XXIV Enapet solicite ao MEC que efetue a revisão do Artigo 20 da Portaria nº 976/2010 do MEC, inciso IV, que versa sobre o desligamento do petiano quando do acúmulo de 2 reprovações após seu ingresso no PET, (elevando-se o limite de reprovações) aplicando-se cálculo que leve em consideração o curso do aluno e/ou a carga horária semestral de disciplinas cursadas pelo mesmo promovendo a redução de rotatividade de petianos.",0.10430525466091804
GDT 9 - ENAPET 2019,"Encaminhamento 9.14:
 Modificar o Artigo 14, §4°: “Ocorrendo
vacância de algum membro do conselho, o cargo será preenchido pelo primeiro
integrante da lista de suplentes do mesmo segmento, definida conforme Art. 27”.
Alteração: “Ocorrendo vacância de algum membro do Conselho, o cargo será
preenchido pelo primeiro integrante da lista de suplentes do mesmo segmento,
definida conforme Art. Referente ao Conselho”. (Aprovado por contraste)",GDT 1 - ENAPET 2018,"Que os titulares e suplentes do Conselho e da Diretoria da CENAPET sejam convidados a comparecer aos eventos regionais em suas respectivas regiões e aos eventos nacionais durante seus períodos de mandato. Em caso de impossibilidade, providenciar alguma ação que informe suas atribuições e ações que já foram realizados até a data do evento.",0.10393574809585178
GDT 9 - ENAPET 2019,"Encaminhamento 9.18:
 Modificar o artigo 17, parágrafo 8º: “Os cargos de Diretoria serão eleitos por chapa conforme disposto o artigo 27”. Alteração: “Os cargos de Diretoria serão eleitos por chapa conforme disposto o artigo referente à diretoria”. (Aprovado por contraste)",GDT 13 - ENAPET 2018,"Que a diretoria da CENAPET solicite ao MEC a publicação de uma portaria que altere a portaria nº 976/2010 em relação ao artigo 13 “São atribuições do professor tutor” inciso I de “planejar e supervisionar as atividades do grupo e orientar os integrantes discentes” para “supervisionar, junto ao grupo PET, a proposição, organização, execução e avaliação das suas atividades e orientar os integrantes discentes” e o artigo 18 inciso II de “participar de todas as atividades programadas pelo professor tutor” para “participar de todas as atividades propostas pelo grupo PET, de acordo com o inciso I do artigo 13” dentro de um ano após aprovação em assembleia garantindo a horizontalidade dos grupos",0.10355944227744045
"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Cada PET pode criar, dentro de suas capacidades, um Grupo de Estudos de Língua Estrangeira voltado ao desenvolvimento de capacidades linguísticas de seus próprios integrantes. Dessa forma, a iniciativa torna facultativo o uso de materiais didáticos de difícil acesso e de aulas presenciais. A leitura de textos de áreas de interesse coletivo e discussão dos mesmos pode auxiliar no entendimento da língua e cumprir com a necessidade apresentada no relatório final.",GDT 1 - ENAPET 2019,"(Encaminhamento 1.2): Que a Diretoria da CENAPET, após a aprovação deste encaminhamento nas plenárias que lhe competem, inclua nas Diretrizes de organização de eventos locais, regionais e nacionais a obrigatoriedade da constituição de espaços de discussão, pelas comissões organizadoras, sobre o tema da Educação Tutorial de forma ampla. Dessa forma, buscando direcionar os debates no sentido de entender o conceito de Educação Tutorial e como esta pode ser um mecanismo de transformação em distintas áreas, em especial na educação superior. (Aprovado por contraste)",0.10350165410711622
GDT 16 - Permanência e Evassão na Universidade - ENAPET 2020,"Que os grupos PET/GET, após a assembléa geral do XXV ENAPET, deliberem em reunião geral com a presença majoritária dos integrantes, e em seus regimentos internos, sobre recessos, licen¸cas maternidade e questões de saúde, objetivando um melhor andamento do grupo.",GT 4 - ENAPET 2018,"Que a Comissão Nacional do Mobiliza PET e as Comissões Locais e Regionais realizem repasses entre si mensalmente, via plataformas que mantenham os mesmos registrados. Para que haja uma melhor divulgação e transparência das informações sobre questões que tangem o Mobiliza PET.",0.10139180462808013
"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Como forma de aproximar a Universidade da comunidade externa, os PETs podem realizar algum tipo de pesquisa prévia dos anseios do público, por meio de questionários, debates e outros meios. Essa interação pode melhorar as ações de extensão e pesquisa, adequando-as às características de cada grupo, e analisar se as atividades têm sido adequadas e viáveis de acordo com os objetivos propostos.",GDT 8 - ENAPET 2019,"Sugestão: Que os Grupos PET, por meio dos representantes do CLAA, solicitem às Pró-reitorias de Graduação, ou similares, da IES, após o XXIV ENAPET, a criação de uma aba dentro do site da IES para inserção dos projetos PET bem como informações de cada Grupo que contemple a tríade, respeitando o princípio constitucional, previsto artigo 207, da indissociabilidade entre a pesquisa, ensino e extensão.",0.10074752557359887
GDT 1 - ENAPET 2018,"Que a diretoria da CENAPET, em conjunto com a FORGRAD e a ANDIFES, pressionem o MEC (FNDE) para que o custeio seja destinado aos grupos PET, no seu valor INTEGRAL, no início do ano fiscal, no máximo até 01/março para seu gasto até 15/outubro, com prestação de contas até 30/outubro do mesmo ano fiscal vigente.",Encontro de CLAA e Interlocutores PET - ENAPET 2022,"ALTERAÇÃO DE TEXTO: Que a Diretoria da CENAPET encaminhe ao MEC, após o XXVII ENAPET, a solicitação para criar instrumentos que facilitem a interlocução entre os funcionários do Banco, FNDE, tutores e grupos PET’s para esclarecimentos quanto ao uso dos cartões de custeio e benefício. Essas facilidades podem ser realizadas por reuniões com interlocutores e também,com elaboração de um documento que explique passo a passo ao funcionário do Banco que irá atender o tutor/bolsista no momento da 10 solicitação do cartão/senha/acesso ao extrato, ou seja, um instrumento orientador que minimize os problemas logísticos e de execução da cadeia final do uso da verba (seja bolsa ou custeio). Essas ações devem ser realizadas até o final do ano de 2022. 94 pessoas presentes - Aprovado 89%",0.10069593951834063
GDT 1 - ENEPET 2020,"Que os grupos PET a partir de 2021 repensem suas práticas epistêmicas e atividades, por meio de estudos e pesquisas coletivas entre grupos PET, para articular uma construção do ensino, da pesquisa e
da extensão de modo a favorecer uma visão capaz de acolher tanto a sabedoria da ciência normal como as perspectivas das mundivisões, marginalizadas, vulneráveis e populares;",GDT 8 - ENAPET 2019,"Sugestão: Que os Grupos PET, por meio dos representantes do CLAA, solicitem às Pró-reitorias de Graduação, ou similares, da IES, após o XXIV ENAPET, a criação de uma aba dentro do site da IES para inserção dos projetos PET bem como informações de cada Grupo que contemple a tríade, respeitando o princípio constitucional, previsto artigo 207, da indissociabilidade entre a pesquisa, ensino e extensão.",0.09991284011580642
"GDT 5 - A extensao, a pesquisa e o ensino como age - ENAPET 2020","Que os grupos PET, a partir de 2021, repensem suas práticas epistêmicas e atividades, por meio de estudos e pesquisas coletivas entre grupos PET, para articular uma construção do ensino, da pesquisa e da extensão de modo a favorecer uma visão capaz de acolher tanto a sabedoria da ciência normal como as perspectivas das mundivisões, marginalizadas, vulneráveis e populares.",GDT 8 - ENAPET 2019,"Sugestão: Que os Grupos PET, por meio dos representantes do CLAA, solicitem às Pró-reitorias de Graduação, ou similares, da IES, após o XXIV ENAPET, a criação de uma aba dentro do site da IES para inserção dos projetos PET bem como informações de cada Grupo que contemple a tríade, respeitando o princípio constitucional, previsto artigo 207, da indissociabilidade entre a pesquisa, ensino e extensão.",0.09991284011580642
GDT 2 - Mobiliza PET e Visibilidade do Programa na - ENAPET 2020,"Que os grupos PET permaneçam em estado de mobilizaçao permanente, a partir do XXV ENAPET, para defender a nomeaçao de candidaturas eleitas em primeira colocaçao nas IFES e IF, em defesa da autonomia universitaria.

Aprovado na assembleia sıncrona
(Votos: 159. Manutençao integral: 68%; 2a opçao mais votada — Abstençoes: 18%)",Encontro de tutores - ENAPET 2022,"Encaminhamento 5: Que a diretoria da CENAPET, logo após a assembleia do ENAPET 2022, envie uma carta aos CLAAs reforçando a necessidade de avaliação e devolutiva dos relatórios, planejamentos e prestações de contas dos grupos PETs, para os tutores e tutoras. 153 pessoas presentes - Aprovado com 75% (62 votos), 18% de abstenção (15 votos) e suspensão de 7% (6 votos)",0.09877644956071957
